taskCount;responseTime;userName
2;134;wickham
60;181;bazzard
60;221;bazzard
60;198;bazzard
60;189;pidger
60;185;alphonse
60;261;parkes
60;204;bazzard
60;202;harmon
60;191;gaspard
31;314;pidger
41;524;bet
60;255;wickham
60;260;mogley
60;70;kitty
60;179;chivery
60;205;gaspard
35;501;david
35;488;lightwood
35;515;deputy
35;566;kitty
35;484;petowker
16;223;traddles
0;81;chivery
1;858;pidger
0;2372;traddles
16;364;cavalletto
16;306;gaspard
16;246;david
17;240;alphonse
9;359;admin
17;249;bunsby
0;73;lightwood
1;125;harmon
0;280;jeremiah
1;476;morfin
40;155;bunsby
40;310;parkes
40;516;wickham
41;281;peerybingle
31;941;peerybingle
31;331;admin
18;67;guster
60;172;cavalletto
43;489;amy
43;540;admin
38;297;jeremiah
0;166;wickham
0;154;bunsby
60;221;bounderby
60;196;petowker
60;2514;sally
17;260;pidger
0;977;traddles
1;1028;kitty
0;84;admin
1;302;cavalletto
1;455;gaspard
0;273;harmon
0;354;bounderby
3;286;peerybingle
0;78;bunsby
1;321;admin
0;66;gaspard
17;243;cavalletto
17;267;alphonse
38;516;chivery
39;351;kitty
8;227;barley
39;301;gabelle
37;302;wickham
37;323;traddles
18;269;crimp
8;205;mogley
1;495;david
1;2299;peerybingle
1;370;harmon
1;358;rosa
1;2013;gaspard
37;299;sally
60;173;david
60;292;mogley
60;1972;barley
35;547;cavalletto
35;1118;pidger
35;497;admin
35;527;sampson
6;230;peerybingle
0;606;sally
0;407;jeremiah
1;4631;crimp
1;922;amy
0;252;amy
1;74;bazzard
0;68;pidger
0;65;sally
0;65;sampson
0;272;artful
0;81;cavalletto
0;66;bunsby
1;114;bet
0;65;wickham
0;258;peerybingle
1;284;parkes
0;77;sampson
1;310;cavalletto
7;213;bunsby
1;135;traddles
0;148;wickham
0;174;gaspard
1;40;guster
6;201;pidger
60;1254;chivery
60;283;deputy
60;219;harmon
5;41;bounderby
1;57;traddles
6;219;bet
7;58;rosa
6;188;kitty
60;205;gaspard
6;183;bet
35;1425;lightwood
18;251;harmon
39;511;harmon
19;330;crimp
10;250;gabelle
10;214;traddles
10;216;admin
10;210;harmon
10;219;cavalletto
1;615;peerybingle
1;262;amy
41;512;chivery
42;311;david
42;152;barley
6;277;amy
6;233;gabelle
6;267;alphonse
61;180;traddles
13;1265;gaspard
6;206;crimp
61;221;harmon
6;239;rosa
5;181;bounderby
18;222;bounderby
18;471;gaspard
18;231;morfin
18;124;artful
12;209;artful
1;1041;parkes
18;229;traddles
18;222;bounderby
18;209;traddles
18;213;guster
61;201;rosa
61;175;amy
5;79;morfin
5;213;admin
1;249;wickham
42;305;david
42;139;barley
43;305;petowker
3;90;wickham
3;189;sally
0;186;sampson
3;93;harmon
10;256;deputy
10;235;jaggers
10;218;gaspard
1;715;jeremiah
1;238;barley
1;1478;admin
2;300;deputy
5;59;deputy
1;90;lightwood
1;832;guster
2;231;crimp
5;284;admin
5;315;gaspard
5;57;amy
5;192;guster
6;209;alphonse
0;50;harmon
6;958;mogley
6;245;deputy
0;78;lightwood
5;43;jeremiah
5;195;jaggers
5;45;gabelle
6;471;petowker
8;196;cavalletto
8;337;jeremiah
9;327;admin
0;134;cavalletto
0;126;bet
0;135;bounderby
0;113;harmon
17;213;artful
8;172;barley
10;482;deputy
10;209;guster
9;368;peerybingle
10;231;kitty
10;178;bunsby
2;227;harmon
35;448;harmon
36;543;lightwood
36;399;gabelle
36;542;lightwood
36;588;sampson
36;955;amy
36;468;gabelle
18;746;crimp
18;217;bazzard
1;257;admin
10;215;peerybingle
11;351;cavalletto
11;186;deputy
11;190;jeremiah
11;214;parkes
1;394;david
38;304;wickham
1;412;bet
17;145;crimp
17;150;barley
17;169;mogley
36;518;morfin
36;668;crimp
36;842;gaspard
36;1184;david
36;683;jeremiah
36;508;peerybingle
11;170;bazzard
4;293;amy
3;190;bet
78;400;harmon
3;210;gaspard
2;213;chivery
78;246;bazzard
2;176;parkes
2;96;rosa
2;176;artful
2;77;deputy
2;83;kitty
7;197;peerybingle
7;185;wickham
7;411;mogley
7;195;bunsby
2;103;harmon
2;169;bounderby
0;236;bunsby
1;943;chivery
