2018-10-23;1,1478
2018-10-22;1,1494
2018-10-19;1,1470
2018-10-18;1,1505
2018-10-17;1,1530
2018-10-16;1,1587
2018-10-15;1,1581
2018-10-12;1,1574
2018-10-11;1,1575
2018-10-10;1,1500
2018-10-09;1,1435
2018-10-08;1,1478
2018-10-05;1,1506
2018-10-04;1,1502
2018-10-03;1,1548
2018-10-02;1,1543
2018-10-01;1,1606
2018-09-28;1,1576
2018-09-27;1,1707
2018-09-26;1,1737
2018-09-25;1,1777
2018-09-24;1,1773
2018-09-21;1,1759
2018-09-20;1,1769
2018-09-19;1,1667
2018-09-18;1,1697
2018-09-17;1,1671
2018-09-14;1,1689
2018-09-13;1,1620
2018-09-12;1,1585
2018-09-11;1,1574
2018-09-10;1,1571
2018-09-07;1,1615
2018-09-06;1,1634
2018-09-05;1,1582
2018-09-04;1,1562
2018-09-03;1,1609
2018-08-31;1,1651
2018-08-30;1,1692
2018-08-29;1,1660
2018-08-28;1,1710
2018-08-27;1,1633
2018-08-24;1,1588
2018-08-23;1,1579
2018-08-22;1,1616
2018-08-21;1,1502
2018-08-20;1,1420
2018-08-17;1,1391
2018-08-16;1,1370
2018-08-15;1,1321
2018-08-14;1,1406
2018-08-13;1,1403
2018-08-10;1,1456
2018-08-09;1,1593
2018-08-08;1,1589
2018-08-07;1,1602
2018-08-06;1,1543
2018-08-03;1,1588
2018-08-02;1,1617
2018-08-01;1,1696
2018-07-31;1,1736
2018-07-30;1,1684
2018-07-27;1,1625
2018-07-26;1,1716
2018-07-25;1,1690
2018-07-24;1,1706
2018-07-23;1,1716
2018-07-20;1,1670
2018-07-19;1,1588
2018-07-18;1,1611
2018-07-17;1,1707
2018-07-16;1,1720
2018-07-13;1,1643
2018-07-12;1,1658
2018-07-11;1,1735
2018-07-10;1,1713
2018-07-09;1,1789
2018-07-06;1,1724
2018-07-05;1,1709
2018-07-04;1,1642
2018-07-03;1,1665
2018-07-02;1,1639
2018-06-29;1,1658
2018-06-28;1,1583
2018-06-27;1,1616
2018-06-26;1,1672
2018-06-25;1,1700
2018-06-22;1,1648
2018-06-21;1,1538
2018-06-20;1,1578
2018-06-19;1,1534
2018-06-18;1,1613
2018-06-15;1,1596
2018-06-14;1,1730
2018-06-13;1,1764
2018-06-12;1,1788
2018-06-11;1,1790
2018-06-08;1,1754
2018-06-07;1,1836
2018-06-06;1,1765
2018-06-05;1,1675
2018-06-04;1,1737
2018-06-01;1,1669
2018-05-31;1,1699
2018-05-30;1,1632
2018-05-29;1,1558
2018-05-28;1,1644
2018-05-25;1,1675
2018-05-24;1,1728
2018-05-23;1,1708
2018-05-22;1,1794
2018-05-21;1,1759
2018-05-18;1,1781
2018-05-17;1,1805
2018-05-16;1,1784
2018-05-15;1,1883
2018-05-14;1,1988
2018-05-11;1,1934
2018-05-10;1,1878
2018-05-09;1,1879
2018-05-08;1,1870
2018-05-07;1,1902
2018-05-04;1,1969
2018-05-03;1,1992
2018-05-02;1,2007
2018-04-30;1,2079
2018-04-27;1,2070
2018-04-26;1,2168
2018-04-25;1,2185
2018-04-24;1,2213
2018-04-23;1,2238
2018-04-20;1,2309
2018-04-19;1,2382
2018-04-18;1,2388
2018-04-17;1,2357
2018-04-16;1,2370
2018-04-13;1,2317
2018-04-12;1,2323
2018-04-11;1,2384
2018-04-10;1,2361
2018-04-09;1,2304
2018-04-06;1,2234
2018-04-05;1,2260
2018-04-04;1,2276
2018-04-03;1,2308
2018-03-29;1,2321
2018-03-28;1,2398
2018-03-27;1,2376
2018-03-26;1,2411
2018-03-23;1,2346
2018-03-22;1,2316
2018-03-21;1,2286
2018-03-20;1,2276
2018-03-19;1,2309
2018-03-16;1,2301
2018-03-15;1,2341
2018-03-14;1,2369
2018-03-13;1,2378
2018-03-12;1,2302
2018-03-09;1,2291
2018-03-08;1,2421
2018-03-07;1,2417
2018-03-06;1,2411
2018-03-05;1,2307
2018-03-02;1,2312
2018-03-01;1,2171
2018-02-28;1,2214
2018-02-27;1,2301
2018-02-26;1,2320
2018-02-23;1,2299
2018-02-22;1,2276
2018-02-21;1,2312
2018-02-20;1,2340
2018-02-19;1,2410
2018-02-16;1,2464
2018-02-15;1,2493
2018-02-14;1,2348
2018-02-13;1,2333
2018-02-12;1,2263
2018-02-09;1,2273
2018-02-08;1,2252
2018-02-07;1,2338
2018-02-06;1,2329
2018-02-05;1,2440
2018-02-02;1,2492
2018-02-01;1,2459
2018-01-31;1,2457
2018-01-30;1,2421
2018-01-29;1,2379
2018-01-26;1,2436
2018-01-25;1,2407
2018-01-24;1,2352
2018-01-23;1,2249
2018-01-22;1,2239
2018-01-19;1,2255
2018-01-18;1,2235
2018-01-17;1,2203
2018-01-16;1,2230
2018-01-15;1,2277
2018-01-12;1,2137
2018-01-11;1,2017
2018-01-10;1,1992
2018-01-09;1,1932
2018-01-08;1,1973
2018-01-05;1,2045
2018-01-04;1,2065
2018-01-03;1,2023
2018-01-02;1,2065
2017-12-29;1,1993
2017-12-28;1,1934
2017-12-27;1,1895
2017-12-22;1,1853
2017-12-21;1,1859
2017-12-20;1,1845
2017-12-19;1,1823
2017-12-18;1,1795
2017-12-15;1,1806
2017-12-14;1,1845
2017-12-13;1,1736
2017-12-12;1,1766
2017-12-11;1,1796
2017-12-08;1,1742
2017-12-07;1,1786
2017-12-06;1,1817
2017-12-05;1,1847
2017-12-04;1,1865
2017-12-01;1,1885
2017-11-30;1,1849
2017-11-29;1,1827
2017-11-28;1,1888
2017-11-27;1,1952
2017-11-24;1,1877
2017-11-23;1,1848
2017-11-22;1,1749
2017-11-21;1,1718
2017-11-20;1,1781
2017-11-17;1,1795
2017-11-16;1,1771
2017-11-15;1,1840
2017-11-14;1,1745
2017-11-13;1,1656
2017-11-10;1,1654
2017-11-09;1,1630
2017-11-08;1,1590
2017-11-07;1,1562
2017-11-06;1,1590
2017-11-03;1,1657
2017-11-02;1,1645
2017-11-01;1,1612
2017-10-31;1,1638
2017-10-30;1,1612
2017-10-27;1,1605
2017-10-26;1,1753
2017-10-25;1,1785
2017-10-24;1,1761
2017-10-23;1,1740
2017-10-20;1,1818
2017-10-19;1,1834
2017-10-18;1,1749
2017-10-17;1,1759
2017-10-16;1,1803
2017-10-13;1,1810
2017-10-12;1,1856
2017-10-11;1,1830
2017-10-10;1,1797
2017-10-09;1,1746
2017-10-06;1,1707
2017-10-05;1,1742
2017-10-04;1,1787
2017-10-03;1,1753
2017-10-02;1,1744
2017-09-29;1,1806
2017-09-28;1,1778
2017-09-27;1,1741
2017-09-26;1,1787
2017-09-25;1,1867
2017-09-22;1,1961
2017-09-21;1,1905
2017-09-20;1,2007
2017-09-19;1,1972
2017-09-18;1,1948
2017-09-15;1,1963
2017-09-14;1,1885
2017-09-13;1,1979
2017-09-12;1,1933
2017-09-11;1,1997
2017-09-08;1,2060
2017-09-07;1,1971
2017-09-06;1,1931
2017-09-05;1,1890
2017-09-04;1,1905
2017-09-01;1,1920
2017-08-31;1,1825
2017-08-30;1,1916
2017-08-29;1,2048
2017-08-28;1,1925
2017-08-25;1,1808
2017-08-24;1,1806
2017-08-23;1,1799
2017-08-22;1,1771
2017-08-21;1,1761
2017-08-18;1,1740
2017-08-17;1,1697
2017-08-16;1,1710
2017-08-15;1,1744
2017-08-14;1,1797
2017-08-11;1,1765
2017-08-10;1,1732
2017-08-09;1,1731
2017-08-08;1,1814
2017-08-07;1,1797
2017-08-04;1,1868
2017-08-03;1,1860
2017-08-02;1,1829
2017-08-01;1,1812
2017-07-31;1,1727
2017-07-28;1,1729
2017-07-27;1,1694
2017-07-26;1,1644
2017-07-25;1,1694
2017-07-24;1,1648
2017-07-21;1,1642
2017-07-20;1,1485
2017-07-19;1,1533
2017-07-18;1,1555
2017-07-17;1,1462
2017-07-14;1,1415
2017-07-13;1,1417
2017-07-12;1,1449
2017-07-11;1,1405
2017-07-10;1,1387
2017-07-07;1,1412
2017-07-06;1,1385
2017-07-05;1,1329
2017-07-04;1,1353
2017-07-03;1,1369
